Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0181,Davao Oriental,10408,0,709,636,1083,1421,184,1642,1366,80,146,0,8
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0182,Camarines Norte,8245,1234,3047,1107,195,69,140,157,429,12,2961,121,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0183,Laguna,15964,412,989,0,510,0,0,1560,49,51,0,0,1421
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0184,Region 2,1,0,0,0,0,0,0,0,0,0,0,1,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0185,Bataan,25027,346,0,131,269,0,562,0,286,92,816,596,77
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0186,Davao Oriental,10697,230,0,674,776,4236,1075,2998,0,16,56,290,168
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0187,Quezon,6491,98,16,41,1039,77,0,22,0,800,1016,24,60
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0188,Siquijor,10603,290,787,416,1229,11,0,0,126,1224,487,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0189,City of Bacolod,10242,76,782,248,821,0,0,88,0,2006,0,142,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0190,Region 3,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0191,Occidental Mindoro,4235,0,0,0,915,388,234,8,173,62,96,18,77
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0192,Apayao,9747,35,0,14,523,0,125,0,0,914,0,767,390
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0193,Isabela,58009,2138,3986,0,3627,3613,258,3955,5846,371,2876,647,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0194,Bataan,20622,0,37,0,407,712,0,0,16,0,624,0,190
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0195,Romblon,5731,300,367,0,560,19,33,402,69,0,503,43,47
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0196,Zambales,10239,205,376,46,461,1,251,0,300,102,0,1,104
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0197,City of San Juan,10399,0,183,0,0,685,71,0,0,0,707,0,1
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0198,Eastern Samar,20576,0,16,550,0,16,0,215,0,0,1028,0,1
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0199,Leyte,11192,0,64,129,1009,313,0,0,472,187,220,110,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0200,City of Naga,1634,47,22,0,71,56,17,23,29,26,0,0,11
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0201,City of Iligan,4073,0,42,155,253,50,26,199,53,4,0,12,6
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0202,City of San Juan,2247,10,8,43,0,16,0,0,38,1095,465,55,2
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0203,City of Zamboanga,3374,1,94,14,177,51,31,75,0,158,20,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0204,Masbate,5007,565,524,342,528,19,93,0,20,1466,141,130,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0205,Region 3,249632,7735,0,375,10162,5571,6114,3491,8380,0,3321,0,3638
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0206,City of Zamboanga,4653,303,538,105,158,89,0,225,173,180,138,0,46
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0207,Maguindanao del Norte,3658,97,0,20,18,35,0,32,0,231,74,54,50
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0208,Caraga,44463,1755,2245,495,2889,3984,2690,3165,1759,0,2355,675,618
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0209,City of Lucena,7560,72,0,17,265,119,83,624,332,772,70,0,28
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0210,Negros Oriental,18059,680,0,180,2645,2088,280,30,59,0,0,1418,427
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0211,Zambales,23883,0,1054,147,1049,546,499,353,0,115,195,539,82
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0212,Bukidnon,23011,113,0,291,2821,1571,112,190,315,140,0,169,155
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0213,Rizal,9590,840,530,396,0,277,0,8,957,3,682,225,924
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0214,City of Butuan,3978,39,121,1,2,0,70,0,39,236,321,67,30
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0215,Cavite,10441,95,44,483,100,154,742,0,366,0,1283,865,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0216,Maguindanao del Sur,1,0,0,0,1,0,0,0,0,1,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0217,Region 11,133611,6679,0,2108,4972,26951,20633,30139,23834,8269,6591,0,2181
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0218,Albay,10619,0,397,0,544,260,679,676,0,93,0,56,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0219,Sorsogon,13349,172,129,469,1014,148,7,0,0,30,936,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0220,Region 7,50305,1001,7980,1822,3725,3452,5524,3555,2269,12,166,1785,1893
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0221,City of Lapu-Lapu,12254,714,0,0,376,791,0,607,0,83,571,165,74
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0222,City of Mandaluyong,10344,74,80,0,309,408,9,315,166,877,0,120,101
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0223,Zambales,7441,41,0,81,234,124,40,0,0,137,198,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0224,Region 1,64684,1330,5891,2503,2549,0,0,1532,486,7686,7980,0,433
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0225,Antique,13873,534,100,158,465,0,38,734,0,342,167,52,312
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0226,CAR,70963,267,5051,1732,3342,471,0,656,283,9651,173,0,2694
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0227,La Union,41958,776,701,1498,0,250,140,0,558,680,701,546,49
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0228,City of Olongapo,5330,30,0,36,203,0,108,28,15,69,14,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0229,Nueva Ecija,107706,3550,7047,1820,10197,3163,428,3095,1723,4881,4408,1369,202
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0230,Abra,9416,434,419,0,0,169,77,0,6,388,143,1240,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0231,Sorsogon,11070,163,1063,184,20,338,23,250,237,98,909,118,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0232,City of Las Piñas,9451,157,798,342,392,689,766,0,817,1022,0,598,39
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0233,Camarines Sur,22291,408,1270,52,2062,3572,0,1472,1338,2012,1285,789,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0234,Marinduque,9641,149,127,0,300,33,0,0,0,39,0,227,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0235,City of Zamboanga,4705,38,472,41,179,0,48,191,0,81,81,6,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0236,Nueva Vizcaya,16327,364,670,150,98,799,329,429,344,0,72,143,79
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0237,Region 1,1,0,0,0,1,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0238,Sorsogon,16109,297,857,569,1149,153,0,281,0,2137,461,84,118
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0239,Masbate,4871,252,1050,531,632,7,245,956,400,0,162,0,49
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0240,Occidental Mindoro,5424,2,0,0,551,364,80,0,191,103,110,216,74
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0241,Tawi-Tawi,988,0,988,0,38,191,292,35,183,988,60,7,957
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0242,City of Caloocan,14529,0,0,302,215,1044,96,0,46,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0243,Davao Occidental,6997,163,0,285,480,1403,1393,1527,414,452,0,64,36
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0244,Quirino,6203,137,386,0,224,0,286,224,275,255,265,13,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0245,Region 5,1,0,0,0,0,0,0,0,0,0,1,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0246,Benguet,12780,60,68,1,275,0,66,47,0,0,0,2598,640
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0247,Sorsogon,32259,0,0,690,1674,0,94,0,108,0,2996,163,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0248,NIR,49865,2175,4930,1362,5717,429,569,623,641,0,0,890,1334
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0249,Abra,7751,11,500,28,279,17,0,14,0,490,636,977,61
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0250,Ormoc City,5355,46,72,179,0,16,0,15,0,160,0,20,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0251,Davao Occidental,3410,179,162,0,462,0,605,799,0,148,151,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0252,Quezon,6490,542,1137,264,734,0,0,485,329,826,665,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0253,Cagayan,10381,47,805,343,1534,116,764,1331,840,724,0,411,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0254,Catanduanes,4330,0,0,417,235,0,0,144,0,1618,276,84,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0255,Benguet,12645,172,403,384,0,70,32,0,0,157,1489,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0256,Cotabato,16329,0,0,0,215,75,226,108,111,26,32,19,238
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0257,Negros Occidental,10606,0,289,0,1241,10,0,129,0,42,521,86,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0258,City of Valenzuela,16387,1,148,0,0,0,142,114,93,833,358,70,9
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0259,City of Iloilo,15225,0,501,1,12,0,309,0,252,0,169,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0260,Region 7,119143,2962,20183,9708,8414,12672,12334,19742,6909,11922,7103,10529,4167
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0261,Pasay City,4154,38,61,39,0,63,0,0,0,0,0,73,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0262,Aurora,11268,268,611,591,101,1257,1017,0,1078,337,485,379,319
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0263,Tawi-Tawi,8525,56,14,0,18,0,2807,341,124,6674,481,302,6890
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0264,Ormoc City,7644,23,97,126,62,12,9,9,0,0,0,92,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0265,South Cotabato,9931,0,0,256,146,44,92,0,0,0,0,88,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0266,Isabela,9575,211,74,30,648,586,692,35,0,225,408,89,147
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0267,Sarangani,6111,98,506,15,301,0,164,248,16,341,23,316,58
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0268,Eastern Samar,10308,0,102,99,406,30,0,0,0,278,185,0,78
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0269,Southern Leyte,27414,233,213,121,0,0,163,291,379,407,351,0,520
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0270,Bohol,10309,362,721,435,0,644,193,47,811,4122,0,249,1549
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0271,Quezon,10662,800,755,397,204,0,0,251,0,1291,516,0,29
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0272,City of Olongapo,9715,198,275,85,321,0,78,0,80,64,123,0,133
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0273,Isabela,48560,574,3905,501,0,4994,0,597,5196,1513,1965,392,835
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0274,City of Taguig,10309,221,30,342,112,113,162,270,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0275,Lanao del Norte,5390,76,197,0,366,2,0,0,15,272,88,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0276,City of Makati,2709,0,95,15,28,338,5,0,58,175,99,0,30
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0277,Antique,10317,51,389,30,715,0,3,181,0,243,70,86,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0278,Region 5,146854,3615,1530,4996,10338,6243,2125,5787,6566,5785,1675,541,544
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0279,City of Muntinlupa,2703,0,11,58,21,0,8,20,0,30,0,9,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0280,La Union,22378,645,1452,0,1835,0,128,128,250,1941,46,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0281,City of Makati,4799,104,65,92,21,647,556,206,98,282,1370,1447,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0282,City of Naga,689,1,14,3,53,0,14,98,0,18,36,3,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0283,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0284,Southern Leyte,19065,0,150,20,161,0,18,0,396,0,42,244,49
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0285,Isabela,54235,0,3636,875,3597,3441,4453,3300,2899,0,2102,22,43
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0286,Quezon,11787,298,664,318,2070,0,0,361,0,0,1668,1547,534
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0287,City of Angeles,5139,33,432,27,273,186,70,26,0,186,108,31,135
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0288,Catanduanes,4437,0,203,515,1083,0,103,0,9,1581,4,136,146
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0289,City of Muntinlupa,8748,0,117,0,314,0,98,83,50,886,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0290,Region 8,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0291,Agusan del Norte,9069,141,719,369,595,629,858,1453,834,1059,600,602,438
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0292,Misamis Oriental,14163,177,175,2216,114,909,163,0,602,895,0,0,173
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0293,Region 9,26595,969,83,202,1805,1313,384,1631,1775,999,273,60,247
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0294,City of Cagayan De Oro,5533,0,0,0,1082,0,0,0,0,264,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0295,City of Caloocan,10067,36,0,55,0,127,0,100,255,269,0,0,216
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0296,Agusan del Norte,8303,219,355,293,13,999,0,765,565,293,138,501,287
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0297,Davao del Norte,8482,0,342,381,539,23,652,1772,636,615,1755,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0298,Region 9,63887,1968,6406,2163,2808,2433,1745,4323,3083,315,2357,286,417
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0299,Aklan,6229,56,472,100,370,183,481,43,512,588,64,52,48
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0300,Masbate,3864,215,87,259,756,263,240,0,378,10,604,0,50
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0301,Siquijor,4152,0,0,107,422,21,37,9,0,0,41,38,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0302,Caraga,80484,2250,3671,490,7058,6082,4797,4013,3741,7059,5252,3822,173
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0303,Cebu,8803,166,625,150,1270,0,290,510,0,441,215,36,62
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0304,City of Lapu-Lapu,12332,629,3499,242,457,27,1581,578,0,303,461,92,71
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0305,Tawi-Tawi,1,0,1,0,0,0,0,0,0,0,0,0,1
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0306,La Union,9782,57,607,0,951,93,60,0,0,185,140,58,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0307,Romblon,10108,34,275,12,2859,549,157,702,269,0,2934,269,554
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0308,City of Cagayan De Oro,4984,0,0,201,845,0,68,80,41,0,0,31,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0309,City of Cagayan De Oro,11401,2,0,0,1850,76,0,4,128,799,7,69,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0310,Ilocos Sur,9763,29,392,103,128,0,0,42,73,977,582,33,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0311,Pasay City,3045,21,65,0,5,2,34,49,10,0,0,0,46
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0312,Sorsogon,9516,0,735,62,271,0,22,207,0,707,263,82,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0313,City of Olongapo,5375,0,0,24,53,136,0,0,41,30,87,49,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0314,Zamboanga del Norte,12945,33,979,0,0,106,820,1022,1166,71,103,32,82
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0315,Bohol,13250,331,0,854,7017,6899,0,1357,1415,880,3986,354,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0316,Northern Samar,10589,774,1461,0,852,4,0,39,145,504,391,0,18
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0317,Ifugao,2948,27,41,103,33,69,0,0,40,432,358,0,30
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0318,Davao Oriental,8985,70,713,144,1297,2833,1729,0,0,156,4,0,6
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0319,Bukidnon,10113,237,270,0,1120,0,0,630,2,0,18,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0320,Region 7,102306,809,1226,5334,22843,20493,1267,8815,11570,5500,8078,178,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0321,Region 8,60112,580,0,0,0,640,508,0,0,3076,1544,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0322,Marinduque,1846,1,20,8,103,9,18,0,0,0,32,20,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0323,Bataan,8882,338,482,0,90,20,0,0,75,700,0,76,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0324,Camiguin,8597,89,0,356,440,0,88,7,61,43,49,0,18
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0325,Samar,9418,655,520,384,0,16,0,0,32,60,0,63,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0326,Lanao del Sur,1,0,0,0,1,0,1,0,0,1,0,1,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0327,Masbate,5561,550,1430,486,49,48,36,1023,558,150,135,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0328,City of Marikina,1291,0,48,33,51,10,103,0,85,97,0,0,91
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0329,Zamboanga Sibugay,17486,326,1736,207,0,0,122,134,334,513,365,660,407
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0330,Special Geographic Area (SGA),1839,86,297,38,1,0,33,24,18,43,0,0,8
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0331,Laguna,9743,284,927,702,311,1177,149,931,121,108,0,1831,17
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0332,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0333,BARMM,49322,1431,4120,31068,1357,49322,0,291,271,3882,1939,854,47288
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0334,City of Caloocan,15375,78,3,40,918,149,615,95,0,3017,357,143,135
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0335,Siquijor,3880,42,216,0,295,0,18,0,0,129,250,123,38
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0336,Tawi-Tawi,1,0,0,0,1,0,0,0,1,0,0,1,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0337,Negros Occidental,8762,105,97,98,1230,0,0,0,0,448,54,146,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0338,City of Malabon,11585,241,364,1169,903,22,0,145,0,92,0,42,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0339,Negros Oriental,10752,397,0,400,1575,1276,717,0,44,503,690,198,166
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0340,Region 12,1,0,0,0,0,1,0,0,0,0,1,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0341,City of Mandaluyong,10659,0,354,414,111,1050,560,103,177,0,0,134,24
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0342,Oriental Mindoro,12083,652,709,0,1161,331,0,37,418,1374,0,913,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0343,Camarines Sur,9714,200,113,155,0,752,0,9,605,302,658,122,203
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0344,Sulu,1080,38,152,3,0,0,10,23,8,80,52,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0345,Misamis Occidental,7077,69,34,238,191,0,44,122,0,24,0,57,36
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0346,Region 8,127258,0,5263,0,0,0,302,0,790,2831,245,121,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0347,City of Iloilo,11970,0,128,160,0,0,111,0,0,227,162,19,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0348,Sulu,1174,52,1174,2,1174,0,0,19,0,100,28,7,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0349,Catanduanes,4314,68,184,570,68,255,0,0,1,2565,1034,0,138
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0350,Cagayan,31156,650,3411,887,2962,1451,26,3016,2753,1962,723,162,137
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0351,Region 11,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0352,Agusan del Norte,11164,309,1095,0,553,0,718,72,758,542,236,323,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0353,City of Navotas,11097,160,574,0,454,0,856,744,0,196,1812,1047,813
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0354,Batanes,1649,0,39,66,95,131,36,225,65,185,149,7,18
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0355,City of Lapu-Lapu,7205,25,596,0,229,312,370,12,1138,3074,3155,99,322
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 0356,City of Las Piñas,4335,48,9,29,434,731,762,607,583,244,392,0,280
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0357,City of Zamboanga,10923,551,0,119,442,0,0,33,95,494,275,0,49
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0358,Marinduque,2334,14,88,30,93,4,0,16,8,5,12,86,74
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0359,City of Las Piñas,9683,232,770,321,344,991,157,851,0,1304,0,405,456
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0360,Marinduque,1761,15,68,5,26,28,25,0,0,50,26,21,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0361,Romblon,3144,91,63,0,276,88,87,66,0,216,42,106,102
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0362,Samar,9840,0,568,573,22,0,1,0,0,110,0,0,152
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 0363,City of Baguio,4291,0,141,96,1,2,23,0,16,0,782,70,131
