Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0076,Quezon,53532,0,0,230,2841,444,352,545,233,10797,4185,4479,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0077,City of Mandaluyong,34305,459,431,1435,1903,702,1158,1194,0,3,2597,1740,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0078,Cagayan,69400,2137,259,2031,0,0,3654,6497,4152,6133,2615,2022,904
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0079,NIR,131746,1907,1744,6370,13668,2483,709,2678,0,8853,0,3761,540
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0080,Aklan,25556,588,642,1546,1575,250,2498,567,536,347,429,258,185
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0081,City of Olongapo,10847,0,693,501,764,31,143,270,0,96,253,8,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0082,City of Manila,114927,0,361,1240,0,0,0,0,1557,732,1805,781,43
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0083,Masbate,49063,3665,16510,5131,11785,309,1511,0,3801,0,20390,169,16
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0084,Mountain Province,26890,98,664,590,72,104,0,0,119,182,0,0,1068
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0085,City of Malabon,26025,0,576,3042,404,305,415,0,320,0,205,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0086,Sarangani,26661,0,28,0,1539,0,968,1056,0,0,701,647,393
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0087,Laguna,34690,615,116,1595,1855,136,0,430,25,4516,0,94,4284
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0088,Davao Oriental,30306,773,2554,3810,2269,0,0,0,10035,606,0,0,893
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0089,Palawan,28117,1141,3119,1223,3195,1010,318,18,0,7,1404,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0090,Tarlac,124871,4053,0,3992,6290,489,1579,540,410,6131,5269,0,1443
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0091,Region 8,331274,1645,0,15630,0,0,6160,0,5789,10455,25986,4056,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0092,Special Geographic Area (SGA),6671,68,6439,84,180,136,6159,127,6488,6671,6671,154,2
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0093,Sorsogon,26043,283,365,505,3543,1041,306,1255,227,4396,110,0,108
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0094,Agusan del Norte,32008,370,2370,0,2497,428,1944,3706,20,1695,1165,1584,788
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0095,City of Malabon,15792,459,904,2963,570,52,0,75,207,37,0,0,89
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0096,Sulu,1,0,1,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0097,Marinduque,4084,13,0,0,194,0,0,4,12,183,82,47,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0098,Southern Leyte,53304,1779,1715,460,9549,0,153,79,0,7485,6379,585,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0099,Dinagat Islands,4048,83,432,283,620,0,0,368,0,2,383,106,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0100,Nueva Vizcaya,31507,0,1279,0,127,315,617,1175,870,736,296,0,627
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0101,Pateros,1920,2,16,0,0,17,0,7,13,18,12,38,25
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0102,Zambales,111034,2136,5934,4867,6933,791,531,0,0,3240,376,0,3021
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0103,Eastern Samar,16872,0,636,1468,658,118,161,0,227,533,30,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0104,City of Valenzuela,28191,407,0,78,224,0,170,0,132,149,608,335,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0105,City of Malabon,9800,0,247,52,25,27,132,0,121,0,148,0,177
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0106,Region 3,954609,36711,79344,61902,109571,30167,17749,0,17766,37377,48136,24735,14657
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0107,Region 3,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0108,Region 12,164898,4262,2832,2460,6181,3106,1343,0,2408,0,3424,10371,2126
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0109,Aklan,6956,8,550,180,285,138,113,27,40,0,647,3,170
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0110,Negros Occidental,80285,4494,6818,3692,17324,0,0,0,1209,439,1355,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0111,Laguna,69405,1481,0,1782,0,810,1556,4939,19590,8644,5044,5507,4533
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0112,Batanes,27319,217,2495,2215,3674,3168,2292,3173,2967,0,2946,938,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0113,Surigao del Sur,20535,571,4170,2588,5056,1008,2604,2240,1771,1078,2563,38,414
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0114,Benguet,21000,0,425,563,1168,0,19,245,127,4354,510,331,3130
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0115,Camiguin,36212,0,108,0,1726,190,113,182,0,750,13,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0116,Catanduanes,30434,0,106,0,160,0,188,1205,774,10775,1463,0,203
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0117,Bulacan,354497,3930,34930,5041,0,7611,3206,7801,0,22822,28399,8135,4950
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0118,Region 5,216294,0,29976,6471,36614,4405,0,5701,3270,586,24061,750,1839
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0119,Region 10,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0120,City of Dagupan,7029,257,186,369,679,62,53,0,3,435,215,0,23
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0121,City of Iligan,6133,0,88,292,556,0,328,0,0,407,68,81,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0122,Misamis Occidental,44727,0,0,1332,4113,0,0,225,161,0,1194,749,74
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0123,Cebu,248055,11093,15617,12482,25326,605,11794,39571,1921,12840,3306,0,6260
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0124,City of Butuan,29749,243,705,1622,0,0,0,1042,720,0,173,0,157
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0125,Surigao del Sur,28517,0,216,2987,2025,3884,109,6068,3093,4990,167,1188,1059
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0126,Laguna,71031,2264,5378,3496,0,0,3640,5716,0,644,554,6292,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0127,Maguindanao del Sur,29352,29211,1610,29352,672,0,132,638,0,1933,646,280,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0128,City of Cotabato,30189,0,2070,374,538,1342,0,1048,978,3,849,300,88
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0129,Cavite,125685,0,5356,9699,15972,3209,4254,524,11257,20100,6819,2454,9980
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0130,City of Cagayan De Oro,16211,560,157,430,3122,173,0,0,8,0,0,17,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0131,Region 1,283768,0,2862,18011,11419,1690,2289,1303,3152,1755,51842,2314,3589
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0132,Guimaras,166553,0,2046,0,20656,1227,1940,1855,1848,5785,860,0,6926
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0133,City of Puerto Princesa,10063,0,1984,797,1991,0,30,116,0,2825,2015,0,165
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0134,City of San Juan,3816,0,24,198,107,0,0,12,0,652,712,50,170
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0135,Catanduanes,50894,0,28,10967,17717,67,1851,0,1106,18531,14475,572,557
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0136,Region 9,94380,2310,11050,38,10661,712,224,1040,4873,4734,2812,99,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0137,Capiz,44395,322,2993,1478,2651,1612,213,0,188,518,0,1909,1603
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0138,Cavite,262422,7921,12555,502,0,1971,0,36473,2745,24431,25742,22632,34619
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0139,Misamis Occidental,32536,103,0,282,3419,178,260,0,201,83,0,33,266
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0140,City of Angeles,17535,966,185,224,1517,1084,0,1103,178,749,279,43,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0141,City of Olongapo,27038,299,1525,0,794,0,75,351,0,898,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0142,City of Bacolod,31311,787,1365,1402,4489,108,182,0,0,1953,3237,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0143,Bataan,57505,2129,2977,0,1950,190,0,0,238,3616,2042,184,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0144,BARMM,295919,295919,550,4388,4233,0,2721,4665,0,0,7250,6002,2324
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0145,City of Mandaluyong,35285,1042,0,1569,2298,1113,494,1222,445,9644,168,527,1207
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0146,City of Makati,24962,0,1185,0,641,0,0,2416,561,85,0,0,5266
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0147,Northern Samar,19250,152,476,1656,1064,294,0,0,264,0,366,0,231
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0148,Region 1,97179,0,4546,2087,15342,0,844,1075,292,0,3209,0,761
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0149,Negros Oriental,60089,2352,6289,780,0,4998,3246,0,565,330,4737,4800,3010
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0150,Sultan Kudarat,126203,1070,15199,1679,17472,991,1086,1217,0,8480,6647,5328,5614
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0151,City of Mandaluyong,40198,709,1589,2069,150,3856,976,1360,272,0,5586,0,50
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0152,Southern Leyte,33280,948,4963,0,5323,51,0,300,306,6827,689,0,147
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0153,Antique,35960,789,3525,199,3599,0,0,0,0,2014,677,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0154,Davao del Sur,24070,1775,3734,507,0,131,4547,2321,4664,5053,2441,111,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0155,Bulacan,32268,0,1982,179,4082,880,63,188,1437,61,1831,767,553
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0156,Davao Oriental,25388,349,0,1201,5002,0,4104,2776,3595,396,0,270,468
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0157,City of Valenzuela,32121,0,2,177,123,0,0,0,302,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0158,Region 8,294594,2122,14627,0,18442,1236,0,0,3451,27661,0,3303,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0159,Region 6,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0160,Agusan del Sur,25486,1342,2040,1683,5009,1105,27,1864,0,1377,1032,1051,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0161,City of Mandaue,10510,0,0,70,614,1806,1003,1354,0,13,47,211,133
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0162,Misamis Occidental,12698,0,459,207,0,19,37,0,191,73,0,26,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0163,Pangasinan,128812,2555,128812,96111,7783,353,281,1020,0,128812,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0164,City of Parañaque,20297,194,263,0,269,0,0,0,674,0,0,0,234
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0165,Region 8,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0166,Ilocos Norte,15975,88,0,0,105,108,65,0,0,951,385,305,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0167,City of San Juan,7665,0,109,520,671,32,397,3,114,3161,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0168,Rizal,69758,0,4075,922,9886,270,1323,4983,15484,4436,0,0,8819
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0169,Region 6,680274,25354,61004,10492,27523,3827,0,11989,5627,15953,5192,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0170,Region 4B,68208,1579,8369,3468,12829,0,0,2868,152,402,2831,3111,2830
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0171,Pasay City,10823,94,0,114,264,312,133,312,249,0,0,187,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0172,Region 5,1,0,0,0,0,0,1,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0173,Surigao del Norte,27069,411,2735,912,0,4281,1417,3173,1263,284,470,933,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0174,Region 8,153941,6696,0,0,19169,0,649,3325,2686,13518,0,0,62
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0175,Davao Occidental,25344,735,3611,745,3512,1475,311,183,2430,3082,1862,166,343
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0176,Nueva Vizcaya,54458,477,2286,0,1579,607,0,0,1303,1784,198,0,1811
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0177,Bohol,33014,222,545,2291,0,1596,1746,3109,244,21391,1510,9606,740
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0178,Bukidnon,85880,2261,0,473,7590,0,0,6676,1021,928,0,1276,1521
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0179,City of Olongapo,10159,0,1,346,701,0,138,295,224,311,56,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0180,Eastern Samar,29650,38,334,3365,1203,238,0,72,109,1210,128,371,357
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0181,Basilan,1,0,0,0,0,0,0,0,0,1,1,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0182,City of Lucena,17126,0,1182,168,1662,145,0,146,0,144,131,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0183,Maguindanao del Norte,20281,0,83,0,41,0,0,14,117,1081,1335,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0184,Zamboanga Sibugay,34500,0,7,1314,2896,761,212,0,977,858,827,246,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0185,Region 4A,719996,38779,73048,0,0,0,0,42442,129914,137067,87723,0,96731
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0186,Misamis Occidental,27014,0,0,927,629,0,0,116,215,914,533,158,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0187,City of General Santos,31679,137,589,306,0,0,174,113,1060,0,2590,7503,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0188,Negros Occidental,37028,521,5637,1279,6198,0,0,0,53,956,1868,192,235
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0189,Northern Samar,12769,136,571,1205,2030,0,233,0,131,0,1197,105,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0190,Isabela,35020,53,2492,279,2078,17,2303,1739,3394,0,914,424,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0191,Region 1,301169,5498,43347,20035,4270,0,0,0,2656,239,9054,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0192,City of Muntinlupa,31293,690,645,2205,1340,75,0,198,0,0,0,133,307
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0193,Ifugao,29010,0,320,352,3589,0,131,0,0,0,3380,2088,1073
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0194,Caraga,103023,667,6739,0,17173,5320,6135,951,5232,2759,0,2900,1146
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0195,La Union,62037,1866,0,3285,3418,0,1055,0,0,0,6919,391,970
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0196,BARMM,98453,90411,0,977,1100,0,98453,1605,2130,98453,5183,81330,91978
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0197,Special Geographic Area (SGA),1,0,0,0,0,1,0,0,0,1,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0198,Region 3,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0199,Bulacan,24635,788,2696,374,2899,900,228,1118,359,2168,1746,188,476
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0200,City of Muntinlupa,12566,0,346,892,71,89,136,0,0,0,1177,40,53
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0201,Mountain Province,22508,0,0,0,383,0,0,0,0,2566,1192,276,1023
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0202,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0203,Davao de Oro,48972,2013,6963,0,8756,0,7189,0,3113,18165,2434,1286,631
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0204,Iloilo,192761,0,28313,4423,21643,1435,1110,917,0,8399,7199,0,1345
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0205,Batanes,26172,160,2339,5212,5534,3263,1052,2896,2043,1843,855,2,2700
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0206,Misamis Oriental,19842,118,188,0,0,0,787,0,1187,0,260,455,297
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0207,City of Cagayan De Oro,48936,46,4447,4316,5340,301,387,0,0,100,0,0,258
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0208,Bataan,76904,383,4564,1800,3320,422,364,1007,0,3329,1470,1509,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0209,Nueva Ecija,382931,15575,54788,29815,49214,7481,0,16250,6535,26816,11262,6158,14996
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0210,Siquijor,3959,0,445,0,526,18,0,0,34,63,378,25,60
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0211,City of Manila,44231,0,136,338,393,0,215,0,408,1662,0,0,78
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0212,Basilan,1,1,0,0,0,0,0,0,0,0,0,0,1
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0213,City of Santiago,24744,236,2128,95,156,1303,104,1771,163,1371,1210,506,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0214,City of San Juan,3737,34,0,13,0,15,0,0,16,1555,0,23,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0215,Special Geographic Area (SGA),1,0,0,1,0,1,0,1,1,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0216,Catanduanes,13816,0,0,2631,4071,6991,89,713,362,0,4109,475,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0217,City of Mandaue,7985,127,378,19,124,23,83,1159,72,18,49,117,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0218,Masbate,25041,1695,5840,3423,0,1615,202,3179,2272,2039,9855,631,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0219,Lanao del Sur,24100,0,0,24100,409,0,17784,984,348,22531,1530,24100,488
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0220,Bukidnon,107474,511,61,5705,713,5764,0,8239,6055,3244,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0221,Aurora,14477,345,691,1706,0,864,669,1370,1073,695,0,825,494
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0222,Siquijor,10435,228,834,0,1418,4,0,150,0,145,922,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0223,Masbate,19856,1661,2921,389,115,1065,0,2206,16,4511,6515,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0224,BARMM,89762,89762,13586,324,3461,0,635,587,1069,10105,4751,89762,2276
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0225,Eastern Samar,15098,123,420,1572,1511,209,0,206,108,0,596,145,275
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0226,Iloilo,25200,918,3303,1098,1339,233,646,0,0,216,1300,0,34
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0227,Tawi-Tawi,26184,0,6725,0,1800,2096,104,344,22693,26184,26184,25855,607
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0228,Cagayan,25480,538,235,100,2240,50,1532,2604,0,1253,1222,842,173
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0229,Region 4B,69056,3584,9008,3225,14652,1937,920,1736,2474,7616,5089,4329,372
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0230,Davao Occidental,13820,1057,18,292,1837,2068,1201,1661,1260,2102,905,207,158
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0231,Palawan,31601,1126,3706,1661,3622,800,826,819,872,1169,1460,0,310
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0232,City of Iligan,14087,0,0,849,1593,177,0,102,0,1007,168,896,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0233,Pangasinan,34573,967,2112,848,2170,100,106,314,0,429,33670,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0234,City of Davao,156625,3554,13582,15270,17729,0,789,36030,9961,10214,9765,0,158
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0235,Davao del Sur,31450,82,3392,3061,2295,4693,0,19515,126,5541,3075,287,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0236,Mountain Province,21989,0,483,95,1413,0,366,366,235,0,1282,500,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0237,Negros Oriental,26957,744,2732,767,1332,969,1154,0,0,1305,1634,206,237
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0238,Misamis Oriental,46052,0,0,1962,846,0,0,191,515,685,1687,0,1270
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0239,City of Mandaluyong,32479,336,249,1192,1024,3900,0,2725,1049,9611,196,0,643
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0240,Bukidnon,49931,794,0,0,4716,0,91,0,0,2547,0,409,185
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0241,Region 2,426973,928,30506,9451,30010,5359,0,29678,27705,0,17848,6472,12523
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0242,Basilan,29516,919,4191,18247,0,41,196,1198,894,1201,29516,171,710
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0243,Iloilo,29326,218,1344,214,4918,0,440,0,294,1117,147,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0244,NIR,1,0,0,0,0,0,0,0,0,0,0,0,1
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0245,La Union,70614,0,0,3455,9376,271,0,674,414,4323,2894,0,731
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0246,City of Angeles,24788,1603,3422,310,2520,218,1038,163,0,1514,482,232,821
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 0247,City of Makati,27218,0,1019,385,0,209,0,134,0,1464,1701,9714,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0248,Zamboanga Sibugay,78721,0,0,2877,7302,154,1179,2134,2339,0,2510,1668,1016
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0249,Sultan Kudarat,26967,310,3726,0,4246,514,224,0,705,312,0,1218,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0250,Davao del Sur,50677,3637,7439,1485,9216,5770,0,20237,340,4227,4041,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0251,City of Iloilo,38320,103,1170,956,994,0,1103,0,0,0,645,117,17
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0252,Davao del Norte,22943,671,98,248,0,371,1302,1988,2971,6177,1775,0,101
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 0253,CAR,100433,170,366,1950,1056,1345,0,2623,287,18340,0,3094,0
